date,action,target_position,turnover,trade_cost,account_value
2021-04-17 00:35:04.281751+00:00,4,1.0,0.0,0.0,99687.71454347935
2021-04-17 00:35:05.281751+00:00,4,1.0,0.0,0.0,99687.71454347935
2021-04-17 00:35:06.281751+00:00,4,1.0,0.0,0.0,99697.63176002918
2021-04-17 00:35:07.281751+00:00,4,1.0,0.0,0.0,99714.99960337156
2021-04-17 00:35:08.281751+00:00,4,1.0,0.0,0.0,99737.93634523808
2021-04-17 00:35:09.281751+00:00,4,1.0,0.0,0.0,99737.93634523808
2021-04-17 00:35:10.281751+00:00,4,1.0,0.0,0.0,99737.93634523808
2021-04-17 00:35:11.281751+00:00,4,1.0,0.0,0.0,99771.24802134135
2021-04-17 00:35:12.281751+00:00,4,1.0,0.0,0.0,99771.24802134135
2021-04-17 00:35:13.281751+00:00,4,1.0,0.0,0.0,99792.86882485799
2021-04-17 00:35:14.281751+00:00,4,1.0,0.0,0.0,99799.45487379748
2021-04-17 00:35:15.281751+00:00,4,1.0,0.0,0.0,99799.45487379748
2021-04-17 00:35:16.281751+00:00,4,1.0,0.0,0.0,99787.89750220288
2021-04-17 00:35:17.281751+00:00,4,1.0,0.0,0.0,99787.89750220288
2021-04-17 00:35:18.281751+00:00,4,1.0,0.0,0.0,99787.89750220288
2021-04-17 00:35:19.281751+00:00,4,1.0,0.0,0.0,99787.89750220288
2021-04-17 00:35:20.281751+00:00,3,0.75,0.25000000000000006,0.9978889540143427,99786.89961324887
2021-04-17 00:35:21.281751+00:00,3,0.75,2.499999999806694e-06,9.978789749454098e-06,99786.89960327008
2021-04-17 00:35:22.281751+00:00,3,0.75,2.499976840078521e-11,9.978697306009312e-11,99786.89960326997
2021-04-17 00:35:23.281751+00:00,3,0.75,2.916598328281961e-16,1.1641648600330717e-15,99786.89960326997
2021-04-17 00:35:24.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:25.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:26.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:27.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:28.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:29.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:30.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:31.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:32.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:33.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:34.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:35.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:36.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:37.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:38.281751+00:00,3,0.75,0.0,0.0,99786.89960326997
2021-04-17 00:35:39.281751+00:00,3,0.75,0.0,0.0,99800.41167569434
2021-04-17 00:35:40.281751+00:00,4,1.0,0.24996615226280777,0.99783906076118,99829.23347321925
2021-04-17 00:35:41.281751+00:00,4,1.0,0.0,0.0,99826.18222070142
2021-04-17 00:35:42.281751+00:00,4,1.0,0.0,0.0,99826.18222070142
2021-04-17 00:35:43.281751+00:00,4,1.0,0.0,0.0,99826.18222070142
2021-04-17 00:35:44.281751+00:00,4,1.0,0.0,0.0,99826.18222070142
2021-04-17 00:35:45.281751+00:00,4,1.0,0.0,0.0,99826.18222070142
2021-04-17 00:35:46.281751+00:00,4,1.0,0.0,0.0,99840.31969070068
2021-04-17 00:35:47.281751+00:00,4,1.0,0.0,0.0,99844.48973580838
2021-04-17 00:35:48.281751+00:00,4,1.0,0.0,0.0,99867.84453112191
2021-04-17 00:35:49.281751+00:00,4,1.0,0.0,0.0,99867.84453112191
2021-04-17 00:35:50.281751+00:00,4,1.0,0.0,0.0,99867.84453112191
2021-04-17 00:35:51.281751+00:00,4,1.0,0.0,0.0,99867.84453112191
2021-04-17 00:35:52.281751+00:00,4,1.0,0.0,0.0,99867.84453112191
2021-04-17 00:35:53.281751+00:00,4,1.0,0.0,0.0,99867.84453112191
2021-04-17 00:35:54.281751+00:00,4,1.0,0.0,0.0,99867.84453112191
2021-04-17 00:35:55.281751+00:00,4,1.0,0.0,0.0,99867.84453112191
2021-04-17 00:35:56.281751+00:00,4,1.0,0.0,0.0,99867.84453112191
2021-04-17 00:35:57.281751+00:00,4,1.0,0.0,0.0,99904.68840527465
2021-04-17 00:35:58.281751+00:00,4,1.0,0.0,0.0,99908.07021014858
2021-04-17 00:35:59.281751+00:00,4,1.0,0.0,0.0,99908.07021014858
2021-04-17 00:36:00.281751+00:00,4,1.0,0.0,0.0,99901.2239623117
2021-04-17 00:36:01.281751+00:00,4,1.0,0.0,0.0,99896.488164133
2021-04-17 00:36:02.281751+00:00,4,1.0,0.0,0.0,99896.488164133
2021-04-17 00:36:03.281751+00:00,4,1.0,0.0,0.0,99917.35110322363
2021-04-17 00:36:04.281751+00:00,4,1.0,0.0,0.0,99919.0420056606
2021-04-17 00:36:05.281751+00:00,4,1.0,0.0,0.0,99919.90017043122
2021-04-17 00:36:06.281751+00:00,4,1.0,0.0,0.0,99936.56763730985
2021-04-17 00:36:07.281751+00:00,4,1.0,0.0,0.0,99936.56763730985
2021-04-17 00:36:08.281751+00:00,4,1.0,0.0,0.0,99936.56763730985
2021-04-17 00:36:09.281751+00:00,4,1.0,0.0,0.0,99936.56763730985
2021-04-17 00:36:10.281751+00:00,3,0.75,0.24999999999999997,0.9993756702278915,99935.56826163962
2021-04-17 00:36:11.281751+00:00,4,1.0,0.2499975000000002,0.9993157094868366,99934.56894593014
2021-04-17 00:36:12.281751+00:00,3,0.75,0.24999999999999992,0.9993556831177557,99933.56959024703
2021-04-17 00:36:13.281751+00:00,3,0.75,2.4999999997806958e-06,9.993456893703234e-06,99933.56958025358
2021-04-17 00:36:14.281751+00:00,3,0.75,2.4999772075042163e-11,9.993365783276224e-11,99933.56958025348
2021-04-17 00:36:15.281751+00:00,3,0.75,2.912317710552843e-16,1.1641648600330717e-15,99933.56958025348
2021-04-17 00:36:16.281751+00:00,4,1.0,0.24999999999999992,0.9993057165265782,99932.57027453695
2021-04-17 00:36:17.281751+00:00,4,1.0,0.0,0.0,99932.57027453695
2021-04-17 00:36:18.281751+00:00,4,1.0,0.0,0.0,99932.57027453695
2021-04-17 00:36:19.281751+00:00,4,1.0,0.0,0.0,99932.57027453695
2021-04-17 00:36:20.281751+00:00,4,1.0,0.0,0.0,99932.57027453695
2021-04-17 00:36:21.281751+00:00,4,1.0,0.0,0.0,99932.57027453695
2021-04-17 00:36:22.281751+00:00,4,1.0,0.0,0.0,99932.57027453695
2021-04-17 00:36:23.281751+00:00,4,1.0,0.0,0.0,99932.57027453695
2021-04-17 00:36:24.281751+00:00,4,1.0,0.0,0.0,99903.1459350594
2021-04-17 00:36:25.281751+00:00,4,1.0,0.0,0.0,99946.26857904637
2021-04-17 00:36:26.281751+00:00,4,1.0,0.0,0.0,99939.37175287805
2021-04-17 00:36:27.281751+00:00,4,1.0,0.0,0.0,99935.85659631484
2021-04-17 00:36:28.281751+00:00,4,1.0,0.0,0.0,99935.88837892392
2021-04-17 00:36:29.281751+00:00,4,1.0,0.0,0.0,99935.92016153298
2021-04-17 00:36:30.281751+00:00,4,1.0,0.0,0.0,99935.92016153298
2021-04-17 00:36:31.281751+00:00,4,1.0,0.0,0.0,99935.92016153298
2021-04-17 00:36:32.281751+00:00,4,1.0,0.0,0.0,99935.87566588029
2021-04-17 00:36:33.281751+00:00,4,1.0,0.0,0.0,99935.87566588029
2021-04-17 00:36:34.281751+00:00,4,1.0,0.0,0.0,99935.87566588029
2021-04-17 00:36:35.281751+00:00,4,1.0,0.0,0.0,99935.87566588029
2021-04-17 00:36:36.281751+00:00,4,1.0,0.0,0.0,99935.87566588029
2021-04-17 00:36:37.281751+00:00,4,1.0,0.0,0.0,99935.87566588029
2021-04-17 00:36:38.281751+00:00,4,1.0,0.0,0.0,99917.58159609926
2021-04-17 00:36:39.281751+00:00,4,1.0,0.0,0.0,99917.58159609926
2021-04-17 00:36:40.281751+00:00,4,1.0,0.0,0.0,99917.58159609926
2021-04-17 00:36:41.281751+00:00,4,1.0,0.0,0.0,99922.89564833586
2021-04-17 00:36:42.281751+00:00,4,1.0,0.0,0.0,99925.85143097943
2021-04-17 00:36:43.281751+00:00,4,1.0,0.0,0.0,99925.85143097943
2021-04-17 00:36:44.281751+00:00,4,1.0,0.0,0.0,99925.85143097943
2021-04-17 00:36:45.281751+00:00,4,1.0,0.0,0.0,99910.18896122945
2021-04-17 00:36:46.281751+00:00,4,1.0,0.0,0.0,99914.39062214857
2021-04-17 00:36:47.281751+00:00,4,1.0,0.0,0.0,99910.62756123462
2021-04-17 00:36:48.281751+00:00,4,1.0,0.0,0.0,99910.61484819099
2021-04-17 00:36:49.281751+00:00,4,1.0,0.0,0.0,99914.42876127946
2021-04-17 00:36:50.281751+00:00,4,1.0,0.0,0.0,99914.37790910495
2021-04-17 00:36:51.281751+00:00,4,1.0,0.0,0.0,99914.37790910495
2021-04-17 00:36:52.281751+00:00,4,1.0,0.0,0.0,99914.37790910495
2021-04-17 00:36:53.281751+00:00,4,1.0,0.0,0.0,99914.37790910495
2021-04-17 00:36:54.281751+00:00,4,1.0,0.0,0.0,99914.37790910495
2021-04-17 00:36:55.281751+00:00,4,1.0,0.0,0.0,99914.42876127946
2021-04-17 00:36:56.281751+00:00,4,1.0,0.0,0.0,99914.42876127946
2021-04-17 00:36:57.281751+00:00,4,1.0,0.0,0.0,99914.39062214857
2021-04-17 00:36:58.281751+00:00,4,1.0,0.0,0.0,99910.01733514047
2021-04-17 00:36:59.281751+00:00,4,1.0,0.0,0.0,99914.42876127946
2021-04-17 00:37:00.281751+00:00,4,1.0,0.0,0.0,99910.0809003586
2021-04-17 00:37:01.281751+00:00,4,1.0,0.0,0.0,99914.42876127946
2021-04-17 00:37:02.281751+00:00,4,1.0,0.0,0.0,99910.3987264493
2021-04-17 00:37:03.281751+00:00,4,1.0,0.0,0.0,99903.1459350594
2021-04-17 00:37:04.281751+00:00,4,1.0,0.0,0.0,99892.49240449895
2021-04-17 00:37:05.281751+00:00,4,1.0,0.0,0.0,99854.4676910069
2021-04-17 00:37:06.281751+00:00,4,1.0,0.0,0.0,99862.10823022746
2021-04-17 00:37:07.281751+00:00,4,1.0,0.0,0.0,99848.90573441953
2021-04-17 00:37:08.281751+00:00,4,1.0,0.0,0.0,99834.26666468162
2021-04-17 00:37:09.281751+00:00,4,1.0,0.0,0.0,99825.22769066195
2021-04-17 00:37:10.281751+00:00,4,1.0,0.0,0.0,99822.20834280025
2021-04-17 00:37:11.281751+00:00,4,1.0,0.0,0.0,99822.20834280025
2021-04-17 00:37:12.281751+00:00,4,1.0,0.0,0.0,99822.20834280025
2021-04-17 00:37:13.281751+00:00,4,1.0,0.0,0.0,99789.98077720267
2021-04-17 00:37:14.281751+00:00,4,1.0,0.0,0.0,99789.95535111542
2021-04-17 00:37:15.281751+00:00,4,1.0,0.0,0.0,99790.00620328993
2021-04-17 00:37:16.281751+00:00,4,1.0,0.0,0.0,99790.00620328993
2021-04-17 00:37:17.281751+00:00,4,1.0,0.0,0.0,99790.00620328993
2021-04-17 00:37:18.281751+00:00,4,1.0,0.0,0.0,99790.00620328993
2021-04-17 00:37:19.281751+00:00,4,1.0,0.0,0.0,99790.00620328993
2021-04-17 00:37:20.281751+00:00,4,1.0,0.0,0.0,99789.95535111542
2021-04-17 00:37:21.281751+00:00,4,1.0,0.0,0.0,99789.95535111542
2021-04-17 00:37:22.281751+00:00,4,1.0,0.0,0.0,99789.95535111542
2021-04-17 00:37:23.281751+00:00,4,1.0,0.0,0.0,99789.95535111542
2021-04-17 00:37:24.281751+00:00,4,1.0,0.0,0.0,99807.74725567314
2021-04-17 00:37:25.281751+00:00,4,1.0,0.0,0.0,99822.1892732348
2021-04-17 00:37:26.281751+00:00,4,1.0,0.0,0.0,99822.1892732348
2021-04-17 00:37:27.281751+00:00,3,0.75,0.25,0.9982318751499406,99821.19104135966
2021-04-17 00:37:28.281751+00:00,3,0.75,2.4999999997352173e-06,9.98221892628548e-06,99842.5773351523
2021-04-17 00:37:29.281751+00:00,3,0.75,5.3550084362004965e-05,0.00021386527624311924,99842.57712128702
2021-04-17 00:37:30.281751+00:00,4,1.0,0.24999999946450446,0.998395817092387,99841.57872546992
2021-04-17 00:37:31.281751+00:00,4,1.0,0.0,0.0,99841.57872546992
2021-04-17 00:37:32.281751+00:00,4,1.0,0.0,0.0,99858.35205339064
2021-04-17 00:37:33.281751+00:00,4,1.0,0.0,0.0,99872.62749655469
2021-04-17 00:37:34.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:35.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:36.281751+00:00,4,1.0,0.0,0.0,99855.21221860746
2021-04-17 00:37:37.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:38.281751+00:00,4,1.0,0.0,0.0,99852.4918759208
2021-04-17 00:37:39.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:40.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:41.281751+00:00,4,1.0,0.0,0.0,99851.66560360944
2021-04-17 00:37:42.281751+00:00,4,1.0,0.0,0.0,99842.89440522726
2021-04-17 00:37:43.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:44.281751+00:00,4,1.0,0.0,0.0,99846.01517218786
2021-04-17 00:37:45.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:46.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:47.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:48.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:49.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:50.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:51.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:52.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:53.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:54.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:55.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:56.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:57.281751+00:00,4,1.0,0.0,0.0,99822.36471626024
2021-04-17 00:37:58.281751+00:00,4,1.0,0.0,0.0,99794.22696608784
2021-04-17 00:37:59.281751+00:00,4,1.0,0.0,0.0,99794.22696608784
2021-04-17 00:38:00.281751+00:00,4,1.0,0.0,0.0,99835.31176778526
2021-04-17 00:38:01.281751+00:00,4,1.0,0.0,0.0,99835.31176778526
2021-04-17 00:38:02.281751+00:00,4,1.0,0.9999800000000001,3.9942732915078523,99853.83659294888
